id,sender_id,receiver_id,amount,start_time
946,3938,145,9998856,977443
947,5278,6204,9998689,978884
948,1974,7970,10000851,980723
949,6535,3399,10000633,981174
950,7875,7933,10000534,981210
951,7864,6205,10001521,981443
952,5956,6405,10001097,981597
953,7939,1989,9998912,982250
954,1599,7780,9999427,983515
955,7213,3479,9999893,985855
956,2510,4885,9998970,985974
957,7757,1210,10000524,986565
958,6176,7830,10000532,986768
959,931,1162,9998747,986798
960,2964,2380,10000725,987268
961,2375,95,9999110,987277
962,7379,7771,10001491,992068
963,2108,745,10001691,993269
964,7515,388,10001218,993280
965,3052,5390,9997553,995839
966,2376,4386,9999959,997002
967,4119,3094,9997966,997365
968,3715,866,9999830,998040
969,7596,7906,9999450,999003
970,2890,446,10000320,1000500
971,54,1341,10000236,1001438
972,4877,7845,9998695,1001496
973,3708,343,9998473,1002256
974,2846,4046,10000996,1002273
975,5397,4445,9997708,1003170
976,1748,7951,10000178,1003631
977,1801,1122,10000970,1003658
978,6397,1552,10000023,1004954
979,1531,2736,10000109,1005272
980,3970,5191,10000814,1005440
981,1132,2116,10000829,1005728
982,2557,3029,10000328,1005803
983,7779,7309,9999940,1005913
984,6752,3614,9998922,1008969
985,2025,5317,9999984,1009293
986,6845,6920,10000260,1010906
987,1227,3936,10000186,1011163
988,2387,1410,9997780,1015415
989,2564,398,10001018,1016232
990,5136,4789,10000222,1016464
991,5225,5163,10000828,1016563
992,2059,2047,9998811,1017296
993,3821,1107,9999888,1017784
994,2414,7783,10000735,1018634
995,7880,1670,9999458,1019172
996,4252,2079,9999541,1022181
997,3100,2762,10002128,1022316
998,7496,3413,9997735,1023589
999,2823,5925,9999697,1023936
1000,2633,1203,9999422,1025458
1001,5661,5677,10000864,1025527
1002,6488,2674,9998265,1026542
1003,4030,5549,9999414,1027394
1004,5636,3090,9999979,1028002
1005,6718,5910,9998147,1029262
1006,2430,1661,10000867,1029749
1007,393,1823,10002875,1030755
1008,7723,113,9999810,1031577
1009,3173,5738,9999392,1031707
1010,866,7735,10001309,1033232
1011,7080,2473,10001803,1033903
1012,2265,1068,9998528,1034084
1013,1498,3615,9999113,1034284
1014,3140,5704,10001257,1035032
1015,4930,2818,10000723,1036663
1016,4944,6119,9998653,1041190
1017,485,5674,10000151,1041923
1018,6419,1226,10001856,1041929
1019,2873,4850,9998121,1042110
1020,6514,2502,9999071,1042621
1021,6376,1500,10000596,1043545
1022,1441,5448,9999829,1044068
1023,1992,1755,10001851,1044115
1024,3458,2915,9999487,1045721
1025,6752,5869,9999944,1046625
1026,706,5335,9999720,1050028
1027,571,5133,10002289,1050147
1028,1830,3197,9998731,1050838
1029,2989,1281,9998713,1051052
1030,3784,1601,9999569,1051151
1031,4360,205,9999503,1051315
1032,2000,3824,10000804,1051893
1033,683,5295,10000054,1052035
1034,4305,6102,10000469,1053818
1035,3888,5556,10000014,1054263
1036,635,2245,10000989,1055574
1037,4724,7478,10000880,1057329
1038,2502,4164,10000883,1057744
1039,5911,2304,10000114,1058419
1040,5337,1862,9997671,1058503
1041,5430,6172,9999757,1059407
1042,3847,4568,9999106,1059981
1043,4065,3851,9999739,1064043
1044,3175,6963,9999321,1064785
1045,5156,6158,10001358,1064955
1046,74,7004,10000467,1065571
1047,6614,4972,9998856,1069079
1048,324,6628,10000687,1070130
1049,1587,5724,9999327,1073473
1050,4855,2512,9998974,1074773
1051,7307,263,9999837,1076195
1052,2871,7304,10000817,1076205
1053,6839,1446,10001520,1076676
1054,3004,6613,10000402,1077803
1055,6320,1518,9999467,1078304
1056,4887,248,10002685,1079980
1057,3169,5142,9999986,1080116
1058,1759,7782,10000899,1081234
1059,3880,6989,10000332,1082217
1060,1830,6279,10000448,1082599
1061,2851,3868,10000135,1083291
1062,3574,2588,9999117,1083892
1063,4257,4753,10001266,1084317
1064,5154,4906,9999711,1086441
1065,4123,911,9999984,1086898
1066,7745,1253,10001060,1087642
1067,7994,1901,10000330,1088030
1068,3360,2019,10000674,1089803
1069,2748,5628,10000335,1090566
1070,6718,5439,10000435,1092183
1071,7357,4829,9998913,1092843
1072,5791,3106,9998516,1092947
1073,1082,7405,10000735,1093032
1074,3466,6667,9999253,1094817
1075,1531,3799,9998357,1096978
1076,6342,5584,9999643,1099106
1077,874,5791,9999274,1101536
1078,6763,5962,9998876,1102590
1079,7932,7990,9999262,1102680
1080,6646,6911,10001165,1103162
1081,7020,1874,9999530,1103338
1082,1033,5669,10000093,1104611
1083,1684,4655,9999074,1105666
1084,6495,207,9998257,1106578
1085,6437,5261,10001036,1106754
1086,1575,1231,9999508,1109252
1087,2971,3973,9999379,1109895
1088,3880,1494,10000630,1109967
1089,7575,5004,9999473,1110482
1090,2039,1170,9999762,1111104
1091,2026,6207,9999855,1112009
1092,3351,7182,9998862,1114072
1093,6533,5753,10000057,1115133
1094,4189,1378,9999894,1115295
1095,1541,3565,9998892,1115346
1096,2597,1866,9999831,1115357
1097,1731,7950,10000362,1115375
1098,6031,7421,10000878,1116294
1099,1664,3823,10002262,1116579
1100,3362,6114,9999023,1117731
1101,2137,2024,10000923,1118659
1102,4283,6546,10001042,1118890
1103,2823,2021,10000514,1119213
1104,5037,4307,9999674,1119589
1105,714,7847,10001121,1121621
1106,50,1446,9999596,1121813
1107,287,6560,9999525,1124467
1108,5160,5533,10000688,1125366
1109,4149,6156,10001249,1126544
1110,1408,7574,10000805,1131275
1111,234,7705,9998750,1134210
1112,6757,6161,10000364,1134596
1113,3948,1799,9999998,1135476
1114,764,6528,9999724,1136210
1115,3436,437,10000745,1136821
1116,5776,6166,10001056,1137585
1117,6407,1299,10001744,1139877
1118,3509,5364,9999721,1141232
1119,3000,4600,10000106,1143273
1120,6204,7157,9999855,1143849
1121,3618,3245,9999663,1144062
1122,3645,4519,9999016,1145334
1123,5559,5667,9998064,1145670
1124,1160,1835,9998188,1147208
1125,5947,5462,9999994,1149239
1126,5070,3944,10000691,1151381
1127,3441,4141,9999519,1151607
1128,3910,4839,9998985,1151888
1129,7830,7871,9998512,1152867
1130,6630,6352,9999156,1153794
1131,1859,2766,10000349,1153963
1132,4538,4084,10000858,1154221
1133,5951,6372,10000956,1154542
1134,5278,5610,9999366,1157020
1135,522,320,9999853,1157070
1136,7019,2353,10000170,1157681
1137,4226,7961,9998507,1158846
1138,5978,6668,10001804,1158879
1139,3322,2077,9997456,1159533
1140,5703,35,10002117,1160270
1141,1943,2498,9999383,1161306
1142,2419,6458,9998440,1162360
1143,5114,5160,10000714,1166097
1144,7604,1806,9998064,1166123
1145,6801,6522,10000865,1166388
1146,7740,6599,10000456,1166411
1147,811,827,9998182,1167322
1148,6397,5206,9999170,1167387
1149,6787,7044,10000530,1168218
1150,7763,4061,10000558,1169131
1151,3561,2834,9999910,1169321
1152,6956,6046,9998015,1169608
1153,6697,7881,10000343,1170514
1154,4833,907,9999845,1170856
1155,2744,4713,9999127,1171025
1156,6672,4590,9999074,1173695
1157,6844,969,9998584,1175355
1158,2266,5771,10001378,1175745
1159,7818,5520,9999312,1177610
1160,395,6293,9996871,1177948
1161,7586,4525,10001165,1178483
1162,6895,3307,10001404,1180194
1163,5281,7058,10000324,1182456
1164,6869,5856,9999421,1184557
1165,2029,1714,10000072,1185246
1166,4117,6534,10000148,1185675
1167,2348,1858,10000388,1187847
1168,2606,3687,10001789,1188467
1169,568,3144,10000881,1188748
1170,482,1286,10001098,1189404
1171,1296,834,9999072,1192084
1172,4867,2809,10001036,1194182
1173,1179,5229,9999412,1194487
1174,4083,5754,10000155,1194618
1175,722,7962,10001971,1194987
1176,5986,2851,10000500,1196223
1177,2443,1809,10000520,1196411
1178,375,4225,9999535,1199418
1179,7633,339,10000735,1202630
1180,1588,2049,9999733,1202640
1181,6126,6183,10000308,1203300
1182,6867,478,10000817,1204182
1183,1849,2631,10001072,1205453
1184,6122,2865,9998935,1205488
1185,2351,7214,9998529,1205701
1186,2075,5244,9999150,1206287
1187,307,3216,10000960,1206909
1188,2048,4576,10000105,1207701
1189,483,5233,9998135,1208015
1190,5346,6865,9999826,1210747
1191,3787,3111,10000669,1210870
1192,7532,1083,10000344,1211429
1193,467,6724,10000912,1212814
1194,544,3138,9998781,1213024
1195,2469,2077,10001008,1214962
1196,6176,2963,10002171,1216673
1197,5028,1655,9999203,1216976
1198,1652,3164,10000430,1217371
1199,5514,6616,10000687,1217484
1200,6541,3272,10001256,1219025
1201,1903,3239,9999000,1219631
1202,3122,2504,9999517,1220958
1203,7675,1381,10001442,1224433
1204,4325,7981,10000625,1225705
1205,1950,4251,9999301,1230872
1206,7173,7473,9999761,1232912
1207,285,7474,10000814,1233737
1208,4817,6937,10001325,1235325
1209,5833,2199,10000048,1235573
1210,5444,1204,9999866,1235848
1211,7452,3741,9997854,1237986
1212,386,4862,10001524,1238049
1213,2878,6277,10000064,1238291
1214,1987,3684,10000500,1243236
1215,1266,23,9999208,1243613
1216,3987,7580,10000973,1245615
1217,6413,7758,10000546,1245713
1218,2367,5196,10001042,1248030
1219,1564,6629,9999235,1248072
1220,5636,486,10000076,1248725
1221,2465,3698,10000589,1249455
1222,5097,37,9999337,1251316
1223,931,5585,9999792,1252899
1224,3235,7518,10000186,1254247
1225,1160,7678,10000742,1256672
1226,40,4275,9999220,1257042
1227,1968,3556,9998412,1257254
1228,4565,7583,10001311,1258184
1229,610,6122,9998245,1258252
1230,1966,7343,9999041,1259893
1231,531,4803,10000035,1259980
1232,3906,2024,10000515,1260072
1233,2910,5648,9999394,1260369
1234,2015,5568,9997252,1260851
1235,796,7071,9998382,1261087
1236,3866,188,10000185,1262606
1237,6995,4398,10001145,1263561
1238,1277,6393,9999709,1263592
1239,7535,4855,9999746,1263826
1240,2261,6694,10001521,1264293
1241,6925,5057,9999649,1265216
1242,2087,4813,9999035,1267708
1243,1239,4437,10000800,1268200
1244,3385,6353,10000828,1268488
1245,7982,4914,9999913,1268962
1246,301,2340,10000638,1272879
1247,7265,1874,9999092,1274701
1248,767,6011,9999246,1277076
1249,3040,609,10000559,1277392
1250,6367,1011,9998470,1278080
1251,44,1465,10000202,1278252
1252,4233,1941,10000308,1278432
1253,1361,6661,9999366,1278578
1254,909,3062,9999060,1280255
1255,4290,5856,10000009,1280510
1256,6052,5518,10002120,1282028
1257,1802,4447,10001412,1282076
1258,3103,2872,9999362,1282479
1259,807,6750,9999276,1284792
1260,2754,3888,10000126,1286117
1261,2927,1769,9999950,1288610
1262,1553,2327,10001002,1289584
1263,4588,3307,9999994,1291149
1264,6393,2199,9998366,1293857
1265,7249,4549,10000319,1293939
1266,5789,2134,9998951,1295340
1267,7984,402,9999363,1296162
1268,4437,4329,10000165,1298063
1269,2597,4462,10000899,1299942
1270,5481,6715,10000031,1302257
1271,491,3996,10000348,1302998
1272,3118,7166,10000686,1304014
1273,3609,788,10000736,1305035
1274,4051,7735,9999801,1305549
1275,2017,6506,10001925,1305586
1276,2514,5982,9998822,1308458
1277,1350,1589,9999738,1309513
1278,905,4018,10001089,1309973
1279,265,4842,9998364,1310853
1280,2171,567,9999595,1311881
1281,1412,4917,10000275,1312028
1282,950,1956,9999593,1313094
1283,5340,7789,10002216,1314771
1284,2061,4840,10000863,1315119
1285,2403,6557,10000655,1317827
1286,3754,5997,9998819,1317981
1287,4104,6535,9999840,1319000
1288,1404,924,9998301,1319237
1289,5096,2830,9999913,1319311
1290,1416,7189,10000589,1319636
1291,4456,5998,10000838,1319729
1292,3549,2382,10001097,1322131
1293,2809,5408,10000246,1322172
1294,7951,3840,10000511,1323632
1295,7211,4698,9999545,1325850
1296,3902,7050,9999144,1327034
1297,1781,4328,9998816,1327704
1298,5825,7250,9999268,1329035
1299,359,1917,10000625,1332013
1300,8002,2223,10002494,1332926
1301,7316,1196,9998742,1333057
1302,2572,3048,10001406,1336150
1303,6531,2103,10001749,1336694
1304,6413,6406,9999456,1337035
1305,3422,3702,10000358,1337680
1306,3128,4498,10000222,1338685
1307,1514,366,10001202,1339347
1308,6989,2295,10001762,1340294
1309,3383,4562,10000701,1340814
1310,617,2995,9999671,1341744
1311,6123,6088,10001990,1342249
1312,2246,4259,10001584,1342779
1313,2090,1294,10002187,1343395
1314,7047,4440,9999713,1344424
1315,5731,908,10001631,1344565
1316,874,4284,9998560,1345570
1317,4449,3568,9999189,1345731
1318,7605,7393,9999799,1348164
1319,7343,4996,9997983,1349280
1320,6223,7315,9999095,1349293
1321,6803,7098,9998124,1350818
1322,2780,6905,10000383,1351823
1323,7841,1081,9999646,1352080
1324,6389,3983,10000400,1353968
1325,3495,7785,10001037,1355138
1326,7064,1621,10000277,1355481
1327,210,191,9998754,1356305
1328,3757,1761,10001245,1358304
1329,7367,4043,10001221,1358552
1330,3333,7714,10002008,1358657
1331,4041,7413,10000533,1361715
1332,6213,1429,9999050,1366599
1333,1418,1172,9999122,1370341
1334,7730,3257,9998782,1372095
1335,1445,7752,9998355,1372502
1336,5581,4677,10001524,1372854
1337,1019,4397,10000795,1374124
1338,4640,5397,10000393,1374466
1339,6300,1496,9999784,1376666
1340,2863,588,10001280,1377792
1341,3346,633,9999203,1378389
1342,2528,6559,10001254,1380238
1343,2612,2093,10000740,1381963
1344,2037,4972,10001252,1383533
1345,5835,5272,10000311,1387509
1346,2039,1028,10000764,1387856
1347,3322,6685,9999294,1387875
1348,253,1365,9998813,1390393
1349,3669,2271,10000565,1391790
1350,92,7943,10000441,1392016
1351,5638,6016,9998874,1392129
1352,7772,7700,10001108,1392893
1353,4293,1636,9999658,1393436
1354,5010,910,9999454,1394047
1355,7068,4514,10001701,1396300
1356,2822,3466,10001251,1396882
1357,4523,3907,10001000,1397208
1358,1518,4724,9999963,1397957
1359,6264,4600,10001635,1398800
1360,7547,2578,10000970,1399529
1361,6452,3990,10000922,1399905
1362,3061,3803,10000118,1402211
1363,5330,3667,9999792,1402450
1364,7376,1676,10000199,1402758
1365,3065,5019,9999191,1405369
1366,5163,4824,9999640,1405408
1367,4916,2364,10000541,1405849
1368,4917,62,10001374,1406450
1369,6991,630,10000813,1406808
1370,747,3994,9999862,1408128
1371,3611,3816,10000314,1409902
1372,4592,3232,10002212,1410078
1373,2530,7388,9997896,1411736
1374,6738,4684,9997352,1412911
1375,5896,705,10000044,1413450
1376,2070,5669,10000209,1413789
1377,4410,4415,9999771,1415376
1378,14,5515,10001474,1418469
1379,7553,806,9999350,1420090
1380,6942,6201,9999050,1421204
1381,538,7256,10001731,1421241
1382,3503,2616,10000086,1421374
1383,5879,2540,9999186,1424175
1384,1676,919,9998513,1424773
1385,3745,1776,10001285,1426639
1386,1095,1941,10000189,1426711
1387,6441,6774,10002719,1427170
1388,3827,1026,9999540,1430464
1389,4984,3996,9999796,1430791
1390,3147,4431,9999526,1431025
1391,6043,392,10000675,1431681
1392,7719,7377,10002214,1433021
1393,3796,7725,9999558,1433100
1394,235,4841,10000727,1433461
1395,538,792,10000059,1434800
1396,2092,2941,10001831,1434898
1397,3663,6288,10001574,1436800
1398,5035,694,9999194,1438873
1399,273,4798,10000956,1440151
1400,2507,3653,9999329,1442633
1401,7652,4204,10001610,1443754
1402,4074,4784,9999144,1444338
1403,4899,3717,10001342,1444653
1404,3032,5134,10000694,1444961
1405,3172,1821,10000075,1445287
1406,1288,2577,10000106,1446649
1407,6472,4528,10001301,1448235
1408,8000,6951,9999171,1449084
1409,5490,5785,9998627,1451253
1410,3515,6077,9999438,1452078
1411,1856,5740,10001285,1453405
1412,2051,6516,9998376,1454088
1413,7750,7401,10000088,1457178
1414,5150,1474,9998066,1457754
1415,6827,5285,10000811,1458395
1416,5536,1354,9998056,1458455
1417,2990,247,10000479,1461810
1418,3279,4315,10000565,1463764
1419,2789,2752,9999405,1463962
1420,1580,391,9997297,1464414
1421,1776,503,9999005,1465152
1422,5333,817,9999471,1465325
1423,3298,319,9999610,1466833
1424,3959,4740,10000995,1469411
1425,942,1887,9999072,1471019
1426,1146,971,10000175,1472365
1427,2710,3017,10002236,1473805
1428,6918,865,9999886,1474300
1429,2387,958,9999512,1474378
1430,4997,7909,9999315,1475825
1431,4402,6177,10000715,1475948
1432,5848,4361,10000423,1477529
1433,3333,3263,10001009,1478427
1434,6751,6322,10001576,1479404
1435,3278,5573,10000783,1479500
1436,4849,1355,10000992,1479782
1437,4584,1251,10000832,1479784
1438,1353,3090,10000672,1480472
1439,3029,2648,9999664,1481947
1440,4996,3895,9998829,1484406
1441,5465,5763,9999768,1486437
1442,911,3528,9999298,1487472
1443,2836,3535,10000970,1487636
1444,7159,5742,10000113,1488163
1445,3996,1623,10000252,1488215
1446,6657,3972,10001393,1489476
1447,1490,1338,9998851,1489623
1448,2611,4112,10000484,1491702
1449,4841,6119,9999072,1491762
1450,5844,880,10000849,1492892
1451,6057,294,10000494,1499633
1452,4567,2652,10000018,1500484
1453,3862,5476,9999942,1503262
1454,1181,3607,9998614,1504970
1455,6475,7367,9999381,1505726
1456,6547,6323,10000456,1506824
1457,2331,755,9999984,1507337
1458,4207,3740,10000169,1507725
1459,2025,1023,9999829,1510016
1460,2048,2339,10000802,1510689
1461,5456,2137,9997639,1511089
1462,7687,4487,9999616,1511669
1463,3362,4223,9997972,1511927
1464,2930,7691,10001594,1513304
1465,6601,7960,9999125,1514005
1466,299,7041,9999327,1514196
1467,25,5157,9998804,1514220
1468,1599,815,10001009,1518639
1469,1583,510,10000274,1519008
1470,4146,5314,10000767,1519565
1471,430,4114,9999564,1519786
1472,1601,4944,9998864,1520474
1473,5081,1482,9999540,1521931
1474,2819,7913,10000672,1523684
1475,327,5750,9999785,1524753
1476,5359,5191,9999968,1527032
1477,5479,5509,10000477,1527463
1478,3441,4470,10002510,1528345
1479,3626,1460,10000492,1530367
1480,855,5364,9999035,1531047
1481,6110,614,10000913,1531712
1482,6692,5179,10000199,1532981
1483,6368,2738,9999983,1533196
1484,2372,2261,10001877,1533689
1485,6715,5230,9999245,1536525
1486,1468,4535,9999142,1536739
1487,4954,4530,10000179,1536866
1488,3467,6006,9999169,1538037
1489,6920,2564,10001411,1538874
1490,5595,3261,10000346,1540485
1491,3860,4553,9999351,1541078
1492,4215,404,9999310,1541855
1493,4386,5165,10000662,1543824
1494,1530,3143,9998906,1544111
1495,7933,3802,10000864,1545747
1496,1324,7309,10000024,1546378
1497,5363,6344,9998855,1548611
1498,1764,1341,10000299,1549858
1499,3952,2011,10000129,1550521
1500,5453,3910,10001437,1551283
1501,6509,3678,9999728,1551327
1502,4903,160,10001792,1553332
1503,1516,4014,10001410,1553546
1504,1287,1201,9999131,1554424
1505,2478,2140,10001543,1555762
1506,7152,2726,10000843,1556036
1507,2493,4196,9999942,1556664
1508,1396,3879,10000864,1556977
1509,1731,7202,9999836,1557233
1510,1621,7957,9999036,1559115
1511,7349,6081,9997656,1559417
1512,3793,4465,10001068,1559852
1513,6330,6304,9998982,1560017
1514,4447,3104,9999815,1560726
1515,2239,4603,9998515,1561758
1516,6891,6925,9999829,1563397
1517,4162,7125,9999610,1563573
1518,2708,6873,9999082,1563683
1519,3993,6108,10000457,1563833
1520,2510,7432,10001052,1564934
1521,3495,6921,9999393,1565306
1522,1071,7761,9998690,1567049
1523,4194,1868,10000482,1568112
1524,3905,7268,9999095,1568319
1525,887,4768,9999762,1568582
1526,4410,5208,9999065,1569466
1527,6197,5620,10000327,1569552
1528,5474,3688,10000480,1569618
1529,1872,6997,9998306,1569628
1530,6011,1264,9999203,1569689
1531,6569,3372,9998393,1570019
1532,4,1557,9999843,1570438
1533,5876,1774,9999261,1571188
1534,1944,7649,9999248,1572704
1535,2186,7752,9999987,1573038
1536,469,4146,9999276,1573054
1537,5445,6840,9999710,1573148
1538,4751,5866,10000055,1573405
1539,7105,2246,9998841,1573713
1540,6752,729,9999477,1576082
1541,7185,2146,10001148,1576162
1542,5950,68,10000372,1576609
1543,5410,4179,10000755,1577464
1544,2990,7192,10000463,1579059
1545,7287,197,9998867,1579349
1546,7272,5691,10000043,1581200
1547,2614,3828,9999648,1581989
1548,4813,6675,10001818,1585761
1549,2496,1926,9998601,1585889
1550,935,1182,10000264,1586017
1551,7157,6067,10000010,1586179
1552,501,5845,9999571,1586397
1553,3064,4835,10000675,1587321
1554,7082,3293,10000123,1588248
1555,4596,3379,9999613,1588747
1556,3027,6376,10000848,1589481
1557,6598,3244,10001212,1591403
1558,7131,868,9997667,1591509
1559,6667,3205,9998916,1592848
1560,4163,7455,9999779,1594257
1561,181,4620,9999412,1595403
1562,3181,4641,9999060,1595593
1563,5876,2802,9998703,1596431
1564,6032,1763,10000158,1598048
1565,6083,1066,10000873,1602122
1566,3219,7180,10000033,1602135
1567,623,3608,10000066,1602395
1568,5682,236,9998299,1603885
1569,219,1779,9999697,1605021
1570,2624,2453,9998782,1605518
1571,1317,5816,10000341,1605753
1572,2622,182,10000066,1606023
1573,747,6218,9999498,1606539
1574,7731,2495,10000709,1607550
1575,2277,1827,9999246,1608817
1576,5821,3134,9998149,1610169
1577,6268,4907,9998077,1610429
1578,5273,6789,10000229,1610664
1579,6844,3800,9998488,1610909
1580,7375,1627,10000108,1611249
1581,5859,1118,9999431,1611338
1582,6537,1205,9999854,1611582
1583,7578,7351,9999414,1611840
1584,6669,3457,9999178,1612013
1585,3790,616,9999203,1613711
1586,4100,6497,10000928,1614272
1587,6578,4578,10001102,1614583
1588,4184,7423,10000157,1616605
1589,1015,721,9998750,1617275
1590,5739,1388,9999453,1619414
1591,7067,1413,9999762,1619873
1592,484,1412,10000794,1619991
1593,3312,1240,10000217,1620007
1594,3374,692,9997675,1620869
1595,771,6313,9997958,1620970
1596,38,7139,9997773,1621368
1597,5208,5798,10000746,1621955
1598,2359,6918,9999689,1622552
1599,6157,7025,10000247,1622873
1600,2295,7720,10000185,1623737
1601,3936,5250,9999471,1624826
1602,4774,6178,10000573,1624921
1603,6718,82,9999689,1625887
1604,986,7878,9999007,1626264
1605,6938,3494,9999570,1627292
1606,328,893,10000619,1628635
1607,7448,7397,10001367,1629842
1608,88,6550,9999724,1630988
1609,4512,6113,9997905,1631781
1610,2463,3585,10001618,1631998
1611,7063,3287,10000897,1632237
1612,4016,2578,10000203,1636038
1613,4958,7478,9999045,1636238
1614,6270,3856,10000564,1636589
1615,4997,5196,9999105,1636860
1616,7088,6744,10000038,1637176
1617,3582,2642,9999934,1637360
1618,4548,6084,9998804,1638136
1619,6309,2879,10000586,1640207
1620,2570,2453,9997857,1640506
1621,3483,1379,10001381,1641656
1622,4078,1227,9999577,1642466
1623,5219,3127,9999879,1642909
1624,7754,2121,10001068,1645929
1625,3048,3080,10000578,1645960
1626,3552,1939,9998651,1646352
1627,6107,6825,10000230,1649379
1628,3750,2546,9999184,1649914
1629,4723,7662,9999686,1650655
1630,5094,4971,9998212,1652469
1631,3167,6487,9999776,1653508
1632,2170,3141,10000953,1655857
1633,5699,4730,10000210,1657775
1634,5247,486,9999957,1659397
1635,1504,7788,9997813,1660030
1636,4038,2499,10001180,1660074
1637,5760,7086,10000228,1660077
1638,4681,3641,9999728,1661956
1639,355,5967,10002723,1662536
1640,7091,5310,10000514,1662876
1641,4003,45,9999931,1664705
1642,4706,5180,9998562,1665316
1643,2581,60,9998116,1667087
1644,7240,4774,9999215,1668027
1645,7617,2198,10000615,1668725
1646,7540,4619,10000345,1669106
1647,5501,3027,10000991,1670098
1648,4316,886,10000250,1670437
1649,3000,2048,10000462,1671600
1650,6812,1478,9999629,1672105
1651,1361,228,10000828,1672571
1652,4917,4941,9998546,1672945
1653,1418,3145,10000639,1675968
1654,6553,523,9999824,1675992
1655,5063,5811,10000609,1676220
1656,6645,4160,10000849,1677023
1657,529,4162,9998248,1677869
1658,5191,5463,9997570,1681433
1659,2013,4260,10000834,1683748
1660,5105,3560,10001067,1684593
1661,3498,1504,10000784,1684684
1662,4349,5347,10002122,1685306
1663,6142,1324,9999000,1685729
1664,4285,416,10000873,1685966
1665,7231,6171,9998711,1687274
1666,4742,4297,9999216,1689063
1667,1566,5383,10000679,1689428
1668,4403,7215,10000147,1690070
1669,49,3234,9998842,1690824
1670,3992,3138,10000864,1692436
1671,2026,5725,9999667,1693365
1672,408,169,10001239,1694424
1673,2035,6846,9999771,1694490
1674,4030,6497,10001507,1694547
1675,7926,4650,9999728,1694614
1676,5965,561,9999882,1695688
1677,3754,4395,9999965,1695960
1678,1704,1405,10001004,1696525
1679,5756,7116,9999056,1698156
1680,50,1663,9999990,1698479
1681,1757,6997,9999234,1699178
1682,2637,6439,10000560,1699261
1683,6597,7586,9999361,1700632
1684,6482,5037,10000212,1700643
1685,4346,2848,9999796,1701702
1686,6339,1092,10000903,1702353
1687,5037,6871,9999429,1703390
1688,6801,3920,9999956,1705120
1689,5315,6839,10000638,1706066
1690,7715,3658,10000667,1706334
1691,4307,2596,10000864,1706559
1692,5764,959,9999930,1707505
1693,3193,7186,10000133,1709547
1694,3238,2081,9998929,1709748
1695,6259,7735,9999515,1710025
1696,1847,3439,10001565,1710859
1697,2587,6740,10002292,1710930
1698,7965,7418,9999401,1711307
1699,445,4596,9999288,1711664
1700,6358,1690,9998712,1711696
1701,3104,710,10000297,1712528
1702,3563,3914,10002429,1713811
1703,7326,6993,9999056,1713880
1704,2003,6008,9998952,1713906
1705,5,4759,9999036,1715030
1706,4103,2701,9997715,1718331
1707,4611,6353,10000035,1719004
1708,7231,3991,9999050,1719075
1709,4279,2104,10000150,1720065
1710,5142,5163,10001438,1720191
1711,3567,285,10000295,1720739
1712,2886,1689,9999580,1720808
1713,295,4824,10002085,1722373
1714,4017,3238,10000376,1722467
1715,3727,3639,10001350,1722665
1716,4443,7640,9998365,1723644
1717,7765,7244,10000466,1724127
1718,2068,288,10000799,1724129
1719,5375,5940,9999997,1724744
1720,5521,1562,9999712,1726378
1721,3414,7992,9998960,1726445
1722,6128,1402,10001481,1727047
1723,2190,7213,9999350,1727582
1724,6353,552,10000752,1727901
1725,7116,6389,9998776,1727972
1726,4005,4924,9999919,1728925
1727,6567,1325,9999331,1729707
1728,5034,3116,10000901,1730124
1729,6816,3501,10000211,1730411
1730,5401,4791,9999880,1731100
1731,3856,1999,10000714,1732842
1732,4077,5077,10000368,1732921
1733,562,1767,10000069,1733552
1734,7385,2520,9999928,1733567
1735,7340,4376,10002436,1733950
1736,5430,7035,9999868,1734408
1737,173,5889,9998686,1734460
1738,1305,2867,10001438,1736850
1739,4355,4813,10000529,1742776
1740,1249,755,9998789,1744051
1741,4646,6359,9999810,1746471
1742,5339,2775,10001359,1746933
1743,6902,2271,10001575,1746970
1744,5283,3757,9999843,1747212
1745,7046,1827,10001034,1748394
1746,5603,2197,10001404,1748695
1747,5342,1273,9999940,1751771
1748,4474,6345,9999508,1752366
1749,3100,4094,9998724,1754928
1750,4531,2727,10000679,1755536
1751,7305,4850,10001966,1757404
1752,3770,4296,10002225,1758161
1753,5796,3810,10001367,1758808
1754,1783,5885,9999126,1758822
1755,6155,625,10000179,1760072
1756,6942,3028,10000487,1760238
1757,5977,1329,10000716,1760290
1758,7824,7465,9998670,1760597
1759,1988,3397,9999093,1760993
1760,2688,2668,9998991,1763621
1761,7795,2026,10000296,1768224
1762,5200,2233,9997725,1768687
1763,2493,5706,9999533,1769074
1764,6876,26,9999004,1769791
1765,4670,839,9999444,1772202
1766,2226,5962,10001056,1773725
1767,6578,5329,10001638,1773965
1768,1574,1958,10001869,1774143
1769,3020,6204,10001207,1776140
1770,2180,6978,10001502,1778229
1771,6702,7415,9998739,1779620
1772,3599,2906,9998751,1781446
1773,4349,1015,10002018,1781704
1774,5798,3656,10000767,1781754
1775,150,3802,10001233,1782173
1776,63,3747,10000586,1782612
1777,6094,7315,9999375,1783035
1778,7480,1668,10001941,1783099
1779,551,2937,9997925,1783849
1780,2353,5718,10000980,1784400
1781,1130,1461,9999179,1787797
1782,3815,7434,9999278,1789617
