id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock
21088,10544,21089,2523,345,5209000,4331,3,0,26
21089,10544,21088,345,2523,94791000,4523,3,0,20
21090,10545,21091,2523,10,39836000,4157,7,100,95
21091,10545,21090,10,2523,60164000,4575,5,0,88
21092,10546,21093,675,345,65799000,3298,6,10,60
21093,10546,21092,345,675,34202000,4738,7,10,27
21094,10547,21095,1755,2508,25891000,3315,1,0,25
21095,10547,21094,2508,1755,74108000,4636,7,0,30
21096,10548,21097,353,1586,10690000,4148,9,0,56
21097,10548,21096,1586,353,89310000,3905,8,0,22
21098,10549,21099,1586,1777,89334000,4205,1,0,98
21099,10549,21098,1777,1586,10667000,1470,4,0,36
21100,10550,21101,263,238,34712000,1357,5,0,22
21101,10550,21100,238,263,65290000,2800,4,0,78
21102,10551,21103,219,2500,6413000,3338,3,0,37
21103,10551,21102,2500,219,93586000,3245,9,1000,78
21104,10552,21105,241,1816,78016000,4938,5,0,44
21105,10552,21104,1816,241,21984000,4262,2,10,43
21106,10553,21107,349,241,85161000,1712,9,0,80
21107,10553,21106,241,349,14840000,3877,1,0,27
21108,10554,21109,241,177,92263000,2892,8,0,98
21109,10554,21108,177,241,7737000,1733,9,10,80
21110,10555,21111,2254,194,86743000,4018,3,0,68
21111,10555,21110,194,2254,13256000,1127,1,0,16
21112,10556,21113,2085,1931,58865000,3183,6,0,68
21113,10556,21112,1931,2085,41135000,1949,2,0,48
21114,10557,21115,621,227,40051000,2884,4,0,35
21115,10557,21114,227,621,59950000,1114,7,0,16
21116,10558,21117,468,2543,17009000,1614,4,100,19
21117,10558,21116,2543,468,82989000,2482,7,0,17
21118,10559,21119,2544,221,78573000,2081,4,0,51
21119,10559,21118,221,2544,21426000,1020,7,0,37
21120,10560,21121,2281,2493,48809000,1748,9,10,13
21121,10560,21120,2493,2281,51191000,1823,8,10,36
21122,10561,21123,54,2545,89266000,4630,9,0,37
21123,10561,21122,2545,54,10733000,4007,1,0,39
21124,10562,21125,660,130,47828000,2417,8,0,44
21125,10562,21124,130,660,52170000,4224,6,0,70
21126,10563,21127,655,2508,15672000,3072,5,10,67
21127,10563,21126,2508,655,84327000,4144,7,0,73
21128,10564,21129,468,153,5429000,3420,7,0,89
21129,10564,21128,153,468,94571000,2656,5,0,89
21130,10565,21131,356,2546,96836000,2781,1,0,38
21131,10565,21130,2546,356,3163000,1612,7,0,95
21132,10566,21133,2085,1931,22063000,2653,8,10,33
21133,10566,21132,1931,2085,77936000,3233,8,100,66
21134,10567,21135,46,350,53377000,4116,1,0,71
21135,10567,21134,350,46,46623000,3788,4,1000,60
21136,10568,21137,476,238,82413000,3372,4,0,71
21137,10568,21136,238,476,17586000,2544,1,0,58
21138,10569,21139,46,2547,66719000,3679,5,0,32
21139,10569,21138,2547,46,33280000,2904,4,10,77
21140,10570,21141,1022,70,85735000,2976,6,0,64
21141,10570,21140,70,1022,14265000,4766,8,0,32
21142,10571,21143,1022,334,43162000,2193,6,0,68
21143,10571,21142,334,1022,56835000,2393,6,100,54
21144,10572,21145,410,221,66957000,4664,5,1000,58
21145,10572,21144,221,410,33043000,2957,6,0,45
21146,10573,21147,2548,1474,66584000,2459,7,0,55
21147,10573,21146,1474,2548,33415000,3526,9,0,86
21148,10574,21149,54,2508,52368000,1662,3,0,30
21149,10574,21148,2508,54,47632000,4128,2,0,39
21150,10575,21151,2508,282,79753000,4263,4,10,44
21151,10575,21150,282,2508,20247000,3665,3,10,20
21152,10576,21153,342,1421,51961000,3231,2,0,65
21153,10576,21152,1421,342,48037000,3573,2,0,97
21154,10577,21155,2427,1477,56608000,4798,1,10,91
21155,10577,21154,1477,2427,43391000,1551,8,0,87
21156,10578,21157,201,1474,69877000,2091,5,0,52
21157,10578,21156,1474,201,30123000,2881,1,0,48
21158,10579,21159,1284,348,96458000,3753,5,100,30
21159,10579,21158,348,1284,3541000,2938,6,1000,25
21160,10580,21161,1664,1477,96388000,3784,1,0,99
21161,10580,21160,1477,1664,3612000,4155,2,0,96
21162,10581,21163,344,1909,41961000,2183,5,0,98
21163,10581,21162,1909,344,58038000,2669,1,0,88
21164,10582,21165,896,1475,53358000,2812,1,10,45
21165,10582,21164,1475,896,46641000,4693,6,1000,76
21166,10583,21167,1442,1476,29099000,1027,4,100,70
21167,10583,21166,1476,1442,70901000,4328,9,0,97
21168,10584,21169,673,326,19897000,3268,5,0,89
21169,10584,21168,326,673,80102000,3601,3,0,75
21170,10585,21171,1474,2078,93513000,2914,9,0,92
21171,10585,21170,2078,1474,6486000,1503,9,10,78
21172,10586,21173,2493,1474,8288000,4388,6,10,95
21173,10586,21172,1474,2493,91712000,2887,1,0,54
21174,10587,21175,1130,1475,14737000,3249,7,1000,42
21175,10587,21174,1475,1130,85264000,3149,4,0,42
21176,10588,21177,510,1477,52957000,2872,1,0,22
21177,10588,21176,1477,510,47043000,1940,9,0,55
21178,10589,21179,1628,342,27463000,3067,6,0,59
21179,10589,21178,342,1628,72535000,4215,4,0,24
21180,10590,21181,1474,1776,99504000,2411,3,0,65
21181,10590,21180,1776,1474,496000,2889,4,0,45
21182,10591,21183,370,1474,84398000,3152,3,0,60
21183,10591,21182,1474,370,15601000,1248,8,0,50
21184,10592,21185,343,1119,420000,2955,6,0,38
21185,10592,21184,1119,343,99577000,3640,7,0,42
21186,10593,21187,1555,1474,1624000,4219,8,0,27
21187,10593,21186,1474,1555,98375000,3969,3,10,30
21188,10594,21189,1476,474,21129000,4751,8,10,56
21189,10594,21188,474,1476,78871000,2882,6,1000,23
21190,10595,21191,2307,1476,67990000,3435,1,1000,86
21191,10595,21190,1476,2307,32010000,2946,1,0,71
21192,10596,21193,2018,1477,82718000,2886,7,0,51
21193,10596,21192,1477,2018,17281000,3256,2,0,66
21194,10597,21195,334,2549,27382000,4087,6,0,91
21195,10597,21194,2549,334,72617000,4830,1,0,29
21196,10598,21197,369,1193,24179000,4369,5,0,11
21197,10598,21196,1193,369,75821000,2643,4,0,69
21198,10599,21199,95,2508,54743000,4940,9,0,42
21199,10599,21198,2508,95,45257000,4389,2,0,47
21200,10600,21201,95,227,43274000,4097,5,0,66
21201,10600,21200,227,95,56725000,1221,8,0,51
21202,10601,21203,1476,2508,7919000,2051,1,0,56
21203,10601,21202,2508,1476,92081000,4877,8,10,20
21204,10602,21205,1293,347,96314000,1916,1,0,10
21205,10602,21204,347,1293,3685000,2366,4,0,64
21206,10603,21207,660,130,27635000,3338,1,0,66
21207,10603,21206,130,660,72364000,3055,3,0,84
21208,10604,21209,46,2545,68863000,1660,9,0,89
21209,10604,21208,2545,46,31137000,4604,6,1000,21
21210,10605,21211,87,1193,73723000,2068,5,0,63
21211,10605,21210,1193,87,26276000,4246,6,0,53
21212,10606,21213,353,130,68853000,2653,6,0,38
21213,10606,21212,130,353,31147000,4406,8,0,54
21214,10607,21215,326,130,11939000,3686,2,0,19
21215,10607,21214,130,326,88062000,4560,6,10,21
21216,10608,21217,862,130,18084000,1392,2,0,48
21217,10608,21216,130,862,81915000,4563,2,1000,91
21218,10609,21219,353,130,88835000,4183,3,0,68
21219,10609,21218,130,353,11163000,4448,1,1000,77
21220,10610,21221,410,130,42046000,3956,8,0,91
21221,10610,21220,130,410,57954000,4722,9,0,28
21222,10611,21223,130,86,30740000,1951,6,0,96
21223,10611,21222,86,130,69261000,4774,8,0,23
21224,10612,21225,457,130,96074000,2476,2,0,44
21225,10612,21224,130,457,3927000,4253,5,0,78
21226,10613,21227,130,1813,53870000,4556,3,1000,66
21227,10613,21226,1813,130,46130000,2754,7,0,46
21228,10614,21229,907,130,70378000,1672,8,0,23
21229,10614,21228,130,907,29622000,4813,7,0,62
21230,10615,21231,1442,130,81922000,1707,6,0,45
21231,10615,21230,130,1442,18078000,3819,7,0,23
21232,10616,21233,130,1324,68291000,1008,1,0,91
21233,10616,21232,1324,130,31709000,4227,8,0,73
21234,10617,21235,220,130,55293000,4067,8,0,63
21235,10617,21234,130,220,44706000,4371,1,0,29
21236,10618,21237,343,130,16401000,2633,2,0,39
21237,10618,21236,130,343,83599000,1830,1,0,56
21238,10619,21239,1290,130,92684000,2288,5,0,34
21239,10619,21238,130,1290,7314000,4398,8,1000,56
21240,10620,21241,468,130,1538000,4453,2,100,94
21241,10620,21240,130,468,98461000,2353,5,0,61
21242,10621,21243,1926,2550,22970000,3437,6,0,63
21243,10621,21242,2550,1926,77029000,2881,9,0,69
21244,10622,21245,95,1808,56357000,2636,1,0,10
21245,10622,21244,1808,95,43643000,1766,6,0,38
21246,10623,21247,468,238,3464000,1487,9,0,61
21247,10623,21246,238,468,96537000,1340,1,100,48
21248,10624,21249,360,2551,5549000,3858,3,0,73
21249,10624,21248,2551,360,94450000,1499,1,0,99
21250,10625,21251,1477,2551,94090000,1940,4,0,41
21251,10625,21250,2551,1477,5908000,1099,6,0,30
21252,10626,21253,353,2544,83559000,1260,9,100,29
21253,10626,21252,2544,353,16440000,2271,9,1000,51
21254,10627,21255,2552,513,9852000,3012,4,0,80
21255,10627,21254,513,2552,90148000,4608,7,0,87
21256,10628,21257,2539,194,96984000,1770,1,10,48
21257,10628,21256,194,2539,3015000,1048,8,0,18
21258,10629,21259,2539,1940,32412000,2711,3,100,92
21259,10629,21258,1940,2539,67587000,2544,4,0,53
21260,10630,21261,2066,58,78152000,4599,1,0,58
21261,10630,21260,58,2066,21848000,1186,7,1000,49
21262,10631,21263,177,332,39108000,4552,8,100,45
21263,10631,21262,332,177,60892000,3292,4,0,94
21264,10632,21265,177,326,27702000,2318,3,0,57
21265,10632,21264,326,177,72298000,1008,8,0,79
21266,10633,21267,334,177,16602000,2150,6,0,96
21267,10633,21266,177,334,83397000,1389,1,1000,76
21268,10634,21269,2254,1474,78303000,2089,5,1000,12
21269,10634,21268,1474,2254,21697000,1415,4,0,25
21270,10635,21271,2096,2078,10592000,1432,9,0,33
21271,10635,21270,2078,2096,89409000,3499,3,0,45
21272,10636,21273,1734,660,22476000,3269,5,0,59
21273,10636,21272,660,1734,77524000,1828,8,0,73
21274,10637,21275,2553,150,55919000,1894,3,0,51
21275,10637,21274,150,2553,44080000,3513,8,0,51
21276,10638,21277,431,46,10522000,4946,7,0,45
21277,10638,21276,46,431,89477000,2195,2,0,10
21278,10639,21279,219,1734,60346000,4206,1,0,67
21279,10639,21278,1734,219,39654000,2673,9,1000,37
21280,10640,21281,1931,2554,75262000,4122,8,0,22
21281,10640,21280,2554,1931,24738000,1354,7,10,10
21282,10641,21283,906,367,90682000,3707,3,0,40
21283,10641,21282,367,906,9318000,4742,6,0,99
21284,10642,21285,448,2087,18707000,4329,1,10,60
21285,10642,21284,2087,448,81294000,2584,1,10,51
21286,10643,21287,2545,177,38859000,1410,9,0,27
21287,10643,21286,177,2545,61140000,4549,3,0,71
21288,10644,21289,2521,347,37076000,3309,5,0,52
21289,10644,21288,347,2521,62922000,3000,8,0,96
21290,10645,21291,356,2010,37896000,1683,4,10,30
21291,10645,21290,2010,356,62104000,3548,1,0,17
21292,10646,21293,2517,2010,77872000,4334,4,0,13
21293,10646,21292,2010,2517,22126000,4968,5,0,62
21294,10647,21295,349,2156,88156000,2828,7,10,24
21295,10647,21294,2156,349,11844000,1107,7,10,97
21296,10648,21297,1293,1324,52940000,1000,9,0,85
21297,10648,21296,1324,1293,47058000,3281,7,0,63
21298,10649,21299,468,2521,9259000,1893,9,1000,95
21299,10649,21298,2521,468,90741000,3971,8,0,26
21300,10650,21301,335,130,48586000,2801,3,1000,58
21301,10650,21300,130,335,51414000,4138,1,0,73
21302,10651,21303,468,2085,26148000,2504,3,0,87
21303,10651,21302,2085,468,73851000,2602,8,0,51
21304,10652,21305,1814,46,9906000,4773,9,0,91
21305,10652,21304,46,1814,90093000,1527,7,0,73
21306,10653,21307,20,130,79057000,4513,6,10,33
21307,10653,21306,130,20,20944000,1491,2,0,10
21308,10654,21309,2555,820,19653000,1853,6,100,48
21309,10654,21308,820,2555,80347000,3157,3,10,93
21310,10655,21311,2,1119,46388000,2677,8,1000,62
21311,10655,21310,1119,2,53613000,1087,9,1000,37
21312,10656,21313,2,2502,59272000,2722,3,10,33
21313,10656,21312,2502,2,40727000,3072,6,0,17
21314,10657,21315,513,1351,57956000,1704,9,0,36
21315,10657,21314,1351,513,42043000,1852,9,0,12
21316,10658,21317,1043,1474,3760000,1449,1,0,15
21317,10658,21316,1474,1043,96240000,2768,5,0,21
21318,10659,21319,335,475,2819000,4050,8,0,42
21319,10659,21318,475,335,97182000,3471,7,10,91
21320,10660,21321,2,2078,19393000,3735,5,0,14
21321,10660,21320,2078,2,80607000,2465,9,0,63
21322,10661,21323,513,2550,92476000,4138,3,10,95
21323,10661,21322,2550,513,7522000,4100,6,100,52
21324,10662,21325,345,2556,61050000,2727,9,0,76
21325,10662,21324,2556,345,38951000,3684,3,0,39
21326,10663,21327,358,2078,67324000,2985,9,100,19
21327,10663,21326,2078,358,32675000,3351,6,0,64
21328,10664,21329,350,1971,39278000,3151,5,100,68
21329,10664,21328,1971,350,60721000,3350,3,10,64
21330,10665,21331,349,2557,61877000,1049,2,10,27
21331,10665,21330,2557,349,38123000,1275,5,0,27
21332,10666,21333,2558,1436,28407000,1875,3,0,50
21333,10666,21332,1436,2558,71593000,3331,4,1000,51
21334,10667,21335,20,63,63162000,3873,3,1000,49
21335,10667,21334,63,20,36838000,1141,6,0,16
21336,10668,21337,20,457,12094000,3794,1,0,49
21337,10668,21336,457,20,87907000,4576,1,0,86
21338,10669,21339,353,20,67471000,1934,2,0,20
21339,10669,21338,20,353,32530000,1401,3,0,97
21340,10670,21341,2559,177,44601000,3036,5,0,54
21341,10670,21340,177,2559,55399000,3194,4,0,19
21342,10671,21343,20,150,10770000,3396,9,0,89
21343,10671,21342,150,20,89230000,2586,8,0,68
21344,10672,21345,2427,20,58651000,3003,9,10,43
21345,10672,21344,20,2427,41348000,2428,9,0,18
21346,10673,21347,1088,20,75331000,3313,2,10,18
21347,10673,21346,20,1088,24668000,3930,2,0,97
21348,10674,21349,160,2520,13665000,3593,3,0,11
21349,10674,21348,2520,160,86334000,1719,4,0,79
21350,10675,21351,2560,1477,34710000,3085,8,1000,35
21351,10675,21350,1477,2560,65289000,1608,5,0,82
21352,10676,21353,2560,359,24799000,1933,7,1000,73
21353,10676,21352,359,2560,75202000,3320,3,0,14
21354,10677,21355,2010,1119,54813000,3164,7,0,54
21355,10677,21354,1119,2010,45190000,4966,6,0,81
21356,10678,21357,2010,2520,87893000,1650,4,0,88
21357,10678,21356,2520,2010,12106000,4093,1,0,43
21358,10679,21359,869,2010,51799000,1977,9,0,13
21359,10679,21358,2010,869,48201000,2169,1,10,35
21360,10680,21361,468,2560,9069000,4739,5,0,94
21361,10680,21360,2560,468,90932000,4455,7,0,30
21362,10681,21363,468,2560,37389000,4219,3,0,74
21363,10681,21362,2560,468,62611000,4840,6,0,67
21364,10682,21365,87,77,92314000,4521,1,0,89
21365,10682,21364,77,87,7686000,3593,9,10,54
21366,10683,21367,242,2010,74512000,4121,6,0,94
21367,10683,21366,2010,242,25488000,1691,6,100,73
21368,10684,21369,2520,77,2238000,2120,6,0,16
21369,10684,21368,77,2520,97761000,3652,5,0,68
21370,10685,21371,2427,513,39909000,3917,9,100,33
21371,10685,21370,513,2427,60091000,1029,2,0,53
21372,10686,21373,106,40,34845000,3393,8,10,98
21373,10686,21372,40,106,65154000,3097,4,0,89
21374,10687,21375,1940,2545,25742000,4082,1,0,16
21375,10687,21374,2545,1940,74259000,2053,8,10,32
21376,10688,21377,1494,46,757000,1131,9,0,13
21377,10688,21376,46,1494,99242000,1394,8,0,20
21378,10689,21379,358,2467,11425000,2277,3,100,44
21379,10689,21378,2467,358,88575000,4566,3,0,78
21380,10690,21381,2467,348,12131000,2430,5,10,57
21381,10690,21380,348,2467,87868000,2947,7,0,67
21382,10691,21383,1777,2546,62019000,4123,9,0,96
21383,10691,21382,2546,1777,37981000,3289,6,10,11
21384,10692,21385,1777,367,42000,2804,9,10,67
21385,10692,21384,367,1777,99957000,2892,9,0,85
21386,10693,21387,2128,348,85875000,1412,8,1000,28
21387,10693,21386,348,2128,14124000,2730,9,10,92
21388,10694,21389,2010,367,24944000,1170,6,10,47
21389,10694,21388,367,2010,75055000,2095,2,0,68
21390,10695,21391,46,76,93353000,2010,7,10,24
21391,10695,21390,76,46,6646000,1518,1,10,69
21392,10696,21393,353,2561,33384000,2356,9,0,23
21393,10696,21392,2561,353,66615000,2314,2,0,75
21394,10697,21395,2010,2495,25587000,1937,1,0,45
21395,10697,21394,2495,2010,74413000,2385,4,0,78
21396,10698,21397,2010,2493,60020000,2191,6,0,32
21397,10698,21396,2493,2010,39978000,1890,3,0,49
21398,10699,21399,2562,344,44746000,1728,7,10,91
21399,10699,21398,344,2562,55255000,3310,1,0,81
21400,10700,21401,2562,1477,80026000,4065,4,0,14
21401,10700,21400,1477,2562,19973000,1043,1,0,44
21402,10701,21403,54,1604,42566000,1142,6,0,27
21403,10701,21402,1604,54,57433000,3857,4,0,33
21404,10702,21405,40,355,91966000,4876,5,0,23
21405,10702,21404,355,40,8034000,4946,6,0,17
21406,10703,21407,219,2546,68620000,4050,3,10,22
21407,10703,21406,2546,219,31380000,4733,2,0,83
21408,10704,21409,431,2563,24740000,4211,5,0,73
21409,10704,21408,2563,431,75261000,1401,3,100,28
21410,10705,21411,334,109,52992000,4876,2,10,43
21411,10705,21410,109,334,47007000,2792,9,0,68
21412,10706,21413,2427,2,55354000,4487,5,0,28
21413,10706,21412,2,2427,44645000,1602,6,10,85
21414,10707,21415,1474,355,47811000,4981,4,0,60
21415,10707,21414,355,1474,52190000,3006,9,10,96
21416,10708,21417,343,354,94930000,3829,3,0,43
21417,10708,21416,354,343,5070000,1747,1,10,26
21418,10709,21419,1474,326,24897000,1466,8,0,70
21419,10709,21418,326,1474,75103000,3682,8,0,36
21420,10710,21421,326,350,77249000,3877,5,0,54
21421,10710,21420,350,326,22751000,4076,9,0,72
21422,10711,21423,1473,340,21167000,2802,4,0,21
21423,10711,21422,340,1473,78834000,3296,8,0,64
21424,10712,21425,1477,326,70332000,4379,2,0,24
21425,10712,21424,326,1477,29668000,3924,9,1000,45
21426,10713,21427,1476,348,93988000,1402,7,0,85
21427,10713,21426,348,1476,6011000,3086,4,0,15
21428,10714,21429,353,326,5645000,1848,9,10,76
21429,10714,21428,326,353,94355000,4871,8,10,71
21430,10715,21431,346,326,54647000,1528,4,0,84
21431,10715,21430,326,346,45353000,3126,5,0,61
21432,10716,21433,963,2508,39799000,4320,7,0,84
21433,10716,21432,2508,963,60201000,1585,5,0,33
21434,10717,21435,1477,2357,20272000,3201,5,0,54
21435,10717,21434,2357,1477,79728000,4015,4,10,70
21436,10718,21437,46,2563,52151000,3520,4,0,90
21437,10718,21436,2563,46,47849000,3343,4,0,22
21438,10719,21439,2564,1476,15983000,3168,1,0,22
21439,10719,21438,1476,2564,84017000,4965,9,10,36
21440,10720,21441,2564,139,53600000,3400,3,0,16
21441,10720,21440,139,2564,46401000,1249,5,0,75
21442,10721,21443,513,332,78529000,1351,9,0,73
21443,10721,21442,332,513,21471000,2468,9,10,64
21444,10722,21445,2188,389,24573000,2261,6,10,14
21445,10722,21444,389,2188,75426000,2890,5,0,15
21446,10723,21447,1604,2502,74853000,4008,6,0,97
21447,10723,21446,2502,1604,25146000,4518,1,100,72
21448,10724,21449,250,86,92332000,2120,1,10,98
21449,10724,21448,86,250,7666000,4336,9,0,66
21450,10725,21451,1604,130,39310000,2040,4,10,42
21451,10725,21450,130,1604,60691000,1361,8,0,31
21452,10726,21453,513,2565,49038000,1142,2,10,41
21453,10726,21452,2565,513,50961000,4367,8,0,84
21454,10727,21455,2566,621,78888000,2760,3,0,36
21455,10727,21454,621,2566,21111000,2568,5,0,32
21456,10728,21457,2566,1476,7756000,1552,4,0,89
21457,10728,21456,1476,2566,92243000,3849,1,0,88
21458,10729,21459,2566,2223,2033000,4116,7,0,44
21459,10729,21458,2223,2566,97965000,4305,3,1000,45
21460,10730,21461,2205,326,32309000,4624,7,0,90
21461,10730,21460,326,2205,67691000,1723,9,0,58
21462,10731,21463,20,168,45713000,3636,8,10,68
21463,10731,21462,168,20,54286000,3039,4,0,86
21464,10732,21465,2418,109,94038000,4324,4,0,71
21465,10732,21464,109,2418,5962000,1511,4,100,58
21466,10733,21467,2567,130,3635000,2096,1,0,85
21467,10733,21466,130,2567,96363000,2770,4,0,41
21468,10734,21469,369,227,21901000,3650,5,0,31
21469,10734,21468,227,369,78098000,3077,7,0,93
21470,10735,21471,46,278,31362000,2800,2,0,87
21471,10735,21470,278,46,68637000,2670,4,0,62
21472,10736,21473,219,2545,75829000,2875,2,0,12
21473,10736,21472,2545,219,24170000,4556,6,10,50
21474,10737,21475,2568,915,33042000,3453,3,0,89
21475,10737,21474,915,2568,66956000,1550,1,0,45
21476,10738,21477,2010,384,67645000,3531,7,0,49
21477,10738,21476,384,2010,32356000,2249,4,0,94
21478,10739,21479,2010,467,16094000,1024,7,0,81
21479,10739,21478,467,2010,83907000,2446,5,0,70
21480,10740,21481,2010,675,48253000,4075,2,1000,43
21481,10740,21480,675,2010,51748000,4386,8,10,89
21482,10741,21483,1318,282,46996000,1641,5,0,80
21483,10741,21482,282,1318,53004000,2991,3,10,83
21484,10742,21485,276,909,62771000,3394,8,0,95
21485,10742,21484,909,276,37229000,2644,1,10,94
21486,10743,21487,1033,1022,270000,3622,8,0,37
21487,10743,21486,1022,1033,99729000,3404,8,10,52
21488,10744,21489,1022,355,78532000,2629,1,0,49
21489,10744,21488,355,1022,21466000,4151,3,0,39
21490,10745,21491,1022,192,69664000,3146,7,10,61
21491,10745,21490,192,1022,30335000,2777,7,10,60
21492,10746,21493,457,1931,87623000,1779,3,0,17
21493,10746,21492,1931,457,12377000,2751,7,1000,76
21494,10747,21495,2282,2371,25105000,3636,2,0,57
21495,10747,21494,2371,2282,74894000,1296,4,1000,71
21496,10748,21497,101,2404,74219000,3915,6,0,38
21497,10748,21496,2404,101,25780000,3253,6,0,31
21498,10749,21499,49,2569,50463000,1677,6,0,93
21499,10749,21498,2569,49,49536000,3522,5,0,79
21500,10750,21501,2570,350,53193000,2191,7,1000,85
21501,10750,21500,350,2570,46807000,2155,4,0,29
21502,10751,21503,46,467,67095000,4398,1,10,34
21503,10751,21502,467,46,32902000,4670,8,0,76
21504,10752,21505,95,2570,15908000,2246,4,0,15
21505,10752,21504,2570,95,84092000,1108,8,0,44
21506,10753,21507,2571,326,55344000,1398,4,0,72
21507,10753,21506,326,2571,44658000,3105,5,0,60
21508,10754,21509,152,344,73133000,4793,9,10,15
21509,10754,21508,344,152,26866000,2083,4,100,19
21510,10755,21511,152,932,35544000,4200,9,0,35
21511,10755,21510,932,152,64456000,2105,1,0,48
21512,10756,21513,54,2445,35832000,2482,6,0,48
21513,10756,21512,2445,54,64166000,2561,2,0,47
21514,10757,21515,1119,2572,83978000,4211,4,0,73
21515,10757,21514,2572,1119,16022000,4036,6,10,57
21516,10758,21517,54,2571,67315000,4471,3,0,52
21517,10758,21516,2571,54,32684000,1934,5,0,97
21518,10759,21519,2571,513,18894000,1354,9,0,61
21519,10759,21518,513,2571,81106000,1779,4,0,21
21520,10760,21521,46,2355,42744000,1979,6,0,60
21521,10760,21520,2355,46,57256000,2864,1,0,73
21522,10761,21523,2567,219,46656000,2824,6,0,50
21523,10761,21522,219,2567,53344000,3267,8,10,75
21524,10762,21525,2567,513,64975000,4666,3,0,69
21525,10762,21524,513,2567,35025000,1746,8,0,52
21526,10763,21527,2515,513,86333000,2149,3,0,29
21527,10763,21526,513,2515,13667000,4701,6,0,82
21528,10764,21529,2573,1205,15396000,2589,8,0,58
21529,10764,21528,1205,2573,84603000,1851,6,0,29
21530,10765,21531,2573,79,2758000,2351,7,0,41
21531,10765,21530,79,2573,97241000,2510,9,0,93
21532,10766,21533,2274,789,1999000,3914,8,10,94
21533,10766,21532,789,2274,98001000,4434,1,0,46
21534,10767,21535,410,2274,54166000,3994,8,10,60
21535,10767,21534,2274,410,45833000,3238,6,10,43
21536,10768,21537,457,1190,90837000,1569,2,0,88
21537,10768,21536,1190,457,9161000,4656,4,1000,57
21538,10769,21539,2557,282,40448000,3180,7,0,11
21539,10769,21538,282,2557,59552000,3442,1,0,28
21540,10770,21541,2014,184,7417000,2992,8,100,24
21541,10770,21540,184,2014,92581000,3382,1,0,57
21542,10771,21543,2574,350,10885000,1641,4,0,78
21543,10771,21542,350,2574,89114000,2682,3,0,46
21544,10772,21545,468,2575,41685000,2919,7,0,33
21545,10772,21544,2575,468,58313000,4314,3,1000,38
21546,10773,21547,2567,219,67432000,1804,5,10,90
21547,10773,21546,219,2567,32568000,3468,5,0,49
21548,10774,21549,2510,2087,39629000,1012,5,0,94
21549,10774,21548,2087,2510,60370000,1906,3,0,97
21550,10775,21551,2087,287,32866000,4562,9,0,20
21551,10775,21550,287,2087,67133000,3960,1,10,81
21552,10776,21553,219,2545,78109000,2147,2,0,80
21553,10776,21552,2545,219,21891000,3081,9,10,80
21554,10777,21555,2254,348,5146000,3515,9,10,71
21555,10777,21554,348,2254,94855000,4627,7,1000,97
21556,10778,21557,198,414,63077000,4350,7,0,46
21557,10778,21556,414,198,36925000,2373,7,10,68
21558,10779,21559,2510,2087,14160000,1684,2,10,15
21559,10779,21558,2087,2510,85841000,3853,2,0,29
21560,10780,21561,2567,513,24610000,2574,7,10,25
21561,10780,21560,513,2567,75389000,1829,6,0,68
21562,10781,21563,2505,2216,69201000,1060,9,0,23
21563,10781,21562,2216,2505,30799000,2040,3,0,80
21564,10782,21565,2418,2393,93277000,4974,5,0,46
21565,10782,21564,2393,2418,6721000,3817,1,0,79
21566,10783,21567,1794,660,65113000,3584,4,0,22
21567,10783,21566,660,1794,34886000,4032,8,10,59
21568,10784,21569,1791,2049,93922000,2135,4,1000,32
21569,10784,21568,2049,1791,6079000,4832,5,0,95
21570,10785,21571,468,2049,80848000,3794,8,10,83
21571,10785,21570,2049,468,19151000,3432,3,10,52
21572,10786,21573,349,2576,40064000,1330,7,0,51
21573,10786,21572,2576,349,59936000,4079,3,0,54
21574,10787,21575,2576,350,96032000,2338,4,0,68
21575,10787,21574,350,2576,3969000,1340,2,0,75
21576,10788,21577,1477,2577,1607000,1011,7,0,24
21577,10788,21576,2577,1477,98392000,2223,5,0,35
21578,10789,21579,358,2577,39391000,3176,9,0,26
21579,10789,21578,2577,358,60608000,4122,2,10,12
21580,10790,21581,1474,2577,79807000,4944,7,100,30
21581,10790,21580,2577,1474,20192000,2116,3,0,70
21582,10791,21583,2575,282,43095000,4998,6,0,50
21583,10791,21582,282,2575,56906000,3317,9,0,98
21584,10792,21585,1371,890,73644000,3082,3,0,84
21585,10792,21584,890,1371,26357000,3034,1,0,66
21586,10793,21587,22,890,614000,3729,9,0,60
21587,10793,21586,890,22,99386000,1025,2,0,42
21588,10794,21589,95,2578,53399000,4607,6,1000,50
21589,10794,21588,2578,95,46602000,1155,2,0,82
21590,10795,21591,1115,2579,38269000,1915,9,0,65
21591,10795,21590,2579,1115,61731000,2080,5,0,59
21592,10796,21593,2575,177,33075000,1289,4,10,85
21593,10796,21592,177,2575,66924000,4347,5,0,99
21594,10797,21595,468,533,83922000,3758,6,10,67
21595,10797,21594,533,468,16078000,3405,4,0,60
21596,10798,21597,2580,2154,48781000,1851,2,0,28
21597,10798,21596,2154,2580,51219000,2764,5,10,20
21598,10799,21599,2282,2049,57227000,2989,2,0,96
21599,10799,21598,2049,2282,42772000,3478,4,10,74
21600,10800,21601,2282,2559,42728000,2390,5,0,48
21601,10800,21600,2559,2282,57273000,2766,6,0,20
21602,10801,21603,2580,2154,23979000,1321,7,0,14
